time_sec,raw_dist_cm,lpf_dist_cm,error_cm,e_dot_lpf_cms,s_value,target_distance_cm,state
5.58,10.44,80.00,0.00,0.00,0.00,60.00,0
5.63,10.77,80.00,0.00,0.00,0.00,60.00,0
5.68,11.44,80.00,0.00,0.00,0.00,60.00,0
5.73,12.13,80.00,0.00,0.00,0.00,60.00,0
5.78,11.46,80.00,0.00,0.00,0.00,60.00,0
5.83,10.44,80.00,0.00,0.00,0.00,60.00,0
5.88,11.11,80.00,0.00,0.00,0.00,60.00,0
5.93,12.13,80.00,0.00,0.00,0.00,60.00,0
5.98,13.14,80.00,0.00,0.00,0.00,60.00,0
6.03,12.45,80.00,0.00,0.00,0.00,60.00,0
6.08,12.79,80.00,0.00,0.00,0.00,60.00,0
6.13,10.77,80.00,0.00,0.00,0.00,60.00,0
6.18,11.46,80.00,0.00,0.00,0.00,60.00,0
6.23,12.45,80.00,0.00,0.00,0.00,60.00,0
6.28,12.47,80.00,0.00,0.00,0.00,60.00,0
6.33,12.47,80.00,0.00,0.00,0.00,60.00,0
6.38,12.13,80.00,0.00,0.00,0.00,60.00,0
6.43,14.37,80.00,0.00,0.00,0.00,60.00,0
6.48,16.07,80.00,0.00,0.00,0.00,60.00,0
6.53,16.07,80.00,0.00,0.00,0.00,60.00,0
6.58,15.74,80.00,0.00,0.00,0.00,60.00,0
6.63,15.37,80.00,0.00,0.00,0.00,60.00,0
6.68,15.06,80.00,0.00,0.00,0.00,60.00,0
6.73,13.14,80.00,0.00,0.00,0.00,60.00,0
6.78,13.14,80.00,0.00,0.00,0.00,60.00,0
